insert into cars (name, color, speed, type, model_id, created_at) values ('Suzuki', 'Goldenrod', 357, 'light', 150, '2016-03-20');
insert into cars (name, color, speed, type, model_id, created_at) values ('Ford', 'Khaki', 273, 'heavy', 33, '2016-09-08');
insert into cars (name, color, speed, type, model_id, created_at) values ('Jeep', 'Orange', 388, 'heavy', 122, '2020-02-16');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mitsubishi', 'Purple', 346, 'light', 46, '2013-02-02');
insert into cars (name, color, speed, type, model_id, created_at) values ('Suzuki', 'Fuscia', 210, 'heavy', 72, '2013-01-22');
insert into cars (name, color, speed, type, model_id, created_at) values ('Volkswagen', 'Orange', 338, 'heavy', 163, '2014-09-08');
insert into cars (name, color, speed, type, model_id, created_at) values ('BMW', 'Goldenrod', 166, 'heavy', 157, '2024-01-03');
insert into cars (name, color, speed, type, model_id, created_at) values ('Dodge', 'Fuscia', 183, 'heavy', 9, '2011-05-09');
insert into cars (name, color, speed, type, model_id, created_at) values ('Nissan', 'Red', 171, 'heavy', 74, '2012-10-17');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mitsubishi', 'Fuscia', 172, 'heavy', 150, '2011-01-02');
insert into cars (name, color, speed, type, model_id, created_at) values ('Lexus', 'Turquoise', 376, 'light', 147, '2021-03-30');
insert into cars (name, color, speed, type, model_id, created_at) values ('Kia', 'Mauv', 401, 'light', 24, '2015-11-07');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mercury', 'Green', 377, 'heavy', 85, '2023-11-05');
insert into cars (name, color, speed, type, model_id, created_at) values ('BMW', 'Red', 173, 'light', 87, '2010-12-17');
insert into cars (name, color, speed, type, model_id, created_at) values ('Dodge', 'Turquoise', 234, 'heavy', 92, '2010-10-31');
insert into cars (name, color, speed, type, model_id, created_at) values ('Porsche', 'Aquamarine', 234, 'heavy', 3, '2016-06-19');
insert into cars (name, color, speed, type, model_id, created_at) values ('GMC', 'Fuscia', 190, 'heavy', 12, '2016-06-12');
insert into cars (name, color, speed, type, model_id, created_at) values ('Hyundai', 'Turquoise', 270, 'heavy', 108, '2014-03-20');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mazda', 'Indigo', 325, 'heavy', 121, '2012-02-08');
insert into cars (name, color, speed, type, model_id, created_at) values ('Suzuki', 'Pink', 375, 'light', 117, '2017-03-16');
insert into cars (name, color, speed, type, model_id, created_at) values ('Toyota', 'Maroon', 248, 'light', 133, '2023-02-24');
insert into cars (name, color, speed, type, model_id, created_at) values ('Kia', 'Mauv', 256, 'light', 147, '2013-06-03');
insert into cars (name, color, speed, type, model_id, created_at) values ('Ford', 'Pink', 372, 'light', 30, '2016-10-04');
insert into cars (name, color, speed, type, model_id, created_at) values ('Kia', 'Yellow', 391, 'light', 119, '2013-07-03');
insert into cars (name, color, speed, type, model_id, created_at) values ('Toyota', 'Maroon', 393, 'heavy', 69, '2015-10-16');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mercury', 'Aquamarine', 149, 'heavy', 31, '2021-08-15');
insert into cars (name, color, speed, type, model_id, created_at) values ('BMW', 'Puce', 314, 'heavy', 76, '2018-02-09');
insert into cars (name, color, speed, type, model_id, created_at) values ('Cadillac', 'Goldenrod', 312, 'heavy', 59, '2021-08-20');
insert into cars (name, color, speed, type, model_id, created_at) values ('Honda', 'Mauv', 178, 'heavy', 128, '2019-05-18');
insert into cars (name, color, speed, type, model_id, created_at) values ('Infiniti', 'Orange', 256, 'heavy', 6, '2019-02-21');
insert into cars (name, color, speed, type, model_id, created_at) values ('Dodge', 'Goldenrod', 345, 'light', 126, '2013-03-25');
insert into cars (name, color, speed, type, model_id, created_at) values ('GMC', 'Aquamarine', 262, 'light', 125, '2021-04-21');
insert into cars (name, color, speed, type, model_id, created_at) values ('Chevrolet', 'Crimson', 279, 'light', 68, '2022-10-12');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mercedes-Benz', 'Puce', 410, 'light', 63, '2017-07-20');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mazda', 'Crimson', 352, 'heavy', 159, '2020-04-05');
insert into cars (name, color, speed, type, model_id, created_at) values ('Isuzu', 'Yellow', 351, 'heavy', 123, '2012-10-27');
insert into cars (name, color, speed, type, model_id, created_at) values ('Ford', 'Teal', 321, 'light', 119, '2014-10-11');
insert into cars (name, color, speed, type, model_id, created_at) values ('Maserati', 'Blue', 367, 'heavy', 8, '2017-03-09');
insert into cars (name, color, speed, type, model_id, created_at) values ('Chrysler', 'Crimson', 154, 'light', 62, '2019-07-29');
insert into cars (name, color, speed, type, model_id, created_at) values ('BMW', 'Orange', 152, 'light', 47, '2016-05-18');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mitsubishi', 'Maroon', 200, 'heavy', 98, '2020-05-18');
insert into cars (name, color, speed, type, model_id, created_at) values ('Toyota', 'Teal', 318, 'light', 85, '2011-05-21');
insert into cars (name, color, speed, type, model_id, created_at) values ('Chrysler', 'Yellow', 183, 'heavy', 94, '2011-08-31');
insert into cars (name, color, speed, type, model_id, created_at) values ('Acura', 'Pink', 289, 'light', 146, '2017-11-19');
insert into cars (name, color, speed, type, model_id, created_at) values ('Dodge', 'Mauv', 153, 'heavy', 155, '2020-03-03');
insert into cars (name, color, speed, type, model_id, created_at) values ('Oldsmobile', 'Crimson', 408, 'heavy', 146, '2018-05-08');
insert into cars (name, color, speed, type, model_id, created_at) values ('Ford', 'Green', 193, 'heavy', 94, '2012-11-23');
insert into cars (name, color, speed, type, model_id, created_at) values ('Subaru', 'Mauv', 308, 'light', 10, '2022-06-05');
insert into cars (name, color, speed, type, model_id, created_at) values ('Ford', 'Purple', 206, 'light', 35, '2014-01-10');
insert into cars (name, color, speed, type, model_id, created_at) values ('Land Rover', 'Indigo', 404, 'heavy', 37, '2013-09-23');
insert into cars (name, color, speed, type, model_id, created_at) values ('BMW', 'Aquamarine', 332, 'light', 26, '2020-03-10');
insert into cars (name, color, speed, type, model_id, created_at) values ('Ford', 'Maroon', 384, 'light', 54, '2022-11-16');
insert into cars (name, color, speed, type, model_id, created_at) values ('Nissan', 'Khaki', 246, 'light', 31, '2020-09-28');
insert into cars (name, color, speed, type, model_id, created_at) values ('Chevrolet', 'Mauv', 383, 'heavy', 30, '2010-11-17');
insert into cars (name, color, speed, type, model_id, created_at) values ('Chevrolet', 'Khaki', 262, 'heavy', 65, '2014-08-25');
insert into cars (name, color, speed, type, model_id, created_at) values ('Jaguar', 'Mauv', 248, 'light', 135, '2015-01-11');
insert into cars (name, color, speed, type, model_id, created_at) values ('Pontiac', 'Crimson', 309, 'light', 6, '2012-07-25');
insert into cars (name, color, speed, type, model_id, created_at) values ('Oldsmobile', 'Orange', 263, 'heavy', 134, '2014-12-16');
insert into cars (name, color, speed, type, model_id, created_at) values ('Volkswagen', 'Indigo', 194, 'light', 14, '2015-09-02');
insert into cars (name, color, speed, type, model_id, created_at) values ('Acura', 'Violet', 194, 'heavy', 10, '2012-09-12');
insert into cars (name, color, speed, type, model_id, created_at) values ('Chevrolet', 'Mauv', 307, 'light', 72, '2011-03-06');
insert into cars (name, color, speed, type, model_id, created_at) values ('BMW', 'Mauv', 390, 'light', 6, '2018-01-30');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mercury', 'Pink', 149, 'heavy', 148, '2011-07-09');
insert into cars (name, color, speed, type, model_id, created_at) values ('Cadillac', 'Crimson', 331, 'light', 60, '2020-03-22');
insert into cars (name, color, speed, type, model_id, created_at) values ('Saab', 'Orange', 364, 'light', 50, '2016-08-27');
insert into cars (name, color, speed, type, model_id, created_at) values ('Subaru', 'Purple', 380, 'light', 93, '2017-11-09');
insert into cars (name, color, speed, type, model_id, created_at) values ('Audi', 'Crimson', 367, 'heavy', 123, '2020-04-29');
insert into cars (name, color, speed, type, model_id, created_at) values ('Honda', 'Khaki', 198, 'heavy', 40, '2013-08-16');
insert into cars (name, color, speed, type, model_id, created_at) values ('Cadillac', 'Khaki', 159, 'light', 93, '2012-03-31');
insert into cars (name, color, speed, type, model_id, created_at) values ('Dodge', 'Green', 192, 'heavy', 7, '2020-08-23');
insert into cars (name, color, speed, type, model_id, created_at) values ('Jaguar', 'Crimson', 330, 'heavy', 150, '2011-12-07');
insert into cars (name, color, speed, type, model_id, created_at) values ('Acura', 'Pink', 276, 'heavy', 38, '2024-01-24');
insert into cars (name, color, speed, type, model_id, created_at) values ('Infiniti', 'Yellow', 400, 'light', 70, '2016-05-12');
insert into cars (name, color, speed, type, model_id, created_at) values ('Acura', 'Violet', 207, 'heavy', 127, '2015-02-14');
insert into cars (name, color, speed, type, model_id, created_at) values ('Chevrolet', 'Goldenrod', 355, 'heavy', 137, '2016-05-26');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mercedes-Benz', 'Green', 408, 'heavy', 127, '2013-03-17');
insert into cars (name, color, speed, type, model_id, created_at) values ('Buick', 'Goldenrod', 369, 'light', 14, '2014-02-21');
insert into cars (name, color, speed, type, model_id, created_at) values ('Jaguar', 'Yellow', 297, 'heavy', 125, '2024-02-07');
insert into cars (name, color, speed, type, model_id, created_at) values ('Ford', 'Goldenrod', 403, 'light', 151, '2021-01-29');
insert into cars (name, color, speed, type, model_id, created_at) values ('Suzuki', 'Green', 169, 'light', 164, '2019-01-05');
insert into cars (name, color, speed, type, model_id, created_at) values ('Chrysler', 'Aquamarine', 277, 'heavy', 9, '2017-12-01');
insert into cars (name, color, speed, type, model_id, created_at) values ('GMC', 'Maroon', 391, 'light', 112, '2013-01-18');
insert into cars (name, color, speed, type, model_id, created_at) values ('Ford', 'Turquoise', 303, 'light', 66, '2017-05-25');
insert into cars (name, color, speed, type, model_id, created_at) values ('Saab', 'Fuscia', 359, 'light', 35, '2018-01-17');
insert into cars (name, color, speed, type, model_id, created_at) values ('GMC', 'Indigo', 203, 'light', 157, '2022-01-07');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mitsubishi', 'Indigo', 235, 'light', 156, '2015-05-15');
insert into cars (name, color, speed, type, model_id, created_at) values ('Volkswagen', 'Khaki', 199, 'light', 154, '2021-07-25');
insert into cars (name, color, speed, type, model_id, created_at) values ('Chevrolet', 'Violet', 337, 'light', 121, '2012-02-21');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mitsubishi', 'Yellow', 388, 'light', 135, '2021-12-30');
insert into cars (name, color, speed, type, model_id, created_at) values ('Toyota', 'Orange', 147, 'light', 163, '2021-04-05');
insert into cars (name, color, speed, type, model_id, created_at) values ('Subaru', 'Blue', 295, 'heavy', 117, '2021-02-02');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mercedes-Benz', 'Green', 347, 'light', 106, '2019-12-03');
insert into cars (name, color, speed, type, model_id, created_at) values ('Chevrolet', 'Teal', 146, 'heavy', 53, '2012-06-27');
insert into cars (name, color, speed, type, model_id, created_at) values ('Lincoln', 'Orange', 295, 'light', 56, '2024-01-08');
insert into cars (name, color, speed, type, model_id, created_at) values ('Isuzu', 'Mauv', 322, 'light', 59, '2011-11-20');
insert into cars (name, color, speed, type, model_id, created_at) values ('Chrysler', 'Red', 148, 'heavy', 36, '2017-11-01');
insert into cars (name, color, speed, type, model_id, created_at) values ('Audi', 'Violet', 290, 'light', 53, '2013-01-22');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mitsubishi', 'Purple', 297, 'heavy', 64, '2012-12-27');
insert into cars (name, color, speed, type, model_id, created_at) values ('Infiniti', 'Violet', 215, 'heavy', 37, '2014-06-02');
insert into cars (name, color, speed, type, model_id, created_at) values ('Lexus', 'Crimson', 162, 'light', 54, '2010-07-12');
insert into cars (name, color, speed, type, model_id, created_at) values ('Chevrolet', 'Pink', 249, 'heavy', 142, '2017-08-25');
insert into cars (name, color, speed, type, model_id, created_at) values ('Dodge', 'Teal', 266, 'light', 8, '2015-11-13');
insert into cars (name, color, speed, type, model_id, created_at) values ('Toyota', 'Blue', 341, 'light', 110, '2018-10-29');
insert into cars (name, color, speed, type, model_id, created_at) values ('GMC', 'Blue', 332, 'light', 53, '2015-09-17');
insert into cars (name, color, speed, type, model_id, created_at) values ('Porsche', 'Violet', 141, 'heavy', 128, '2016-01-04');
insert into cars (name, color, speed, type, model_id, created_at) values ('Plymouth', 'Teal', 281, 'heavy', 113, '2015-06-02');
insert into cars (name, color, speed, type, model_id, created_at) values ('Nissan', 'Green', 197, 'light', 124, '2021-03-21');
insert into cars (name, color, speed, type, model_id, created_at) values ('Lamborghini', 'Indigo', 190, 'light', 111, '2012-08-26');
insert into cars (name, color, speed, type, model_id, created_at) values ('Subaru', 'Indigo', 233, 'heavy', 86, '2011-10-05');
insert into cars (name, color, speed, type, model_id, created_at) values ('Chevrolet', 'Orange', 292, 'light', 130, '2024-01-28');
insert into cars (name, color, speed, type, model_id, created_at) values ('Volvo', 'Maroon', 229, 'heavy', 61, '2011-11-04');
insert into cars (name, color, speed, type, model_id, created_at) values ('Dodge', 'Aquamarine', 295, 'heavy', 63, '2012-02-24');
insert into cars (name, color, speed, type, model_id, created_at) values ('Ford', 'Pink', 398, 'light', 5, '2016-06-24');
insert into cars (name, color, speed, type, model_id, created_at) values ('Isuzu', 'Yellow', 238, 'light', 54, '2011-12-21');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mazda', 'Goldenrod', 278, 'light', 158, '2020-01-19');
insert into cars (name, color, speed, type, model_id, created_at) values ('Ford', 'Puce', 291, 'light', 139, '2010-09-13');
insert into cars (name, color, speed, type, model_id, created_at) values ('Infiniti', 'Puce', 337, 'heavy', 78, '2013-06-29');
insert into cars (name, color, speed, type, model_id, created_at) values ('Lincoln', 'Goldenrod', 190, 'light', 125, '2011-09-19');
insert into cars (name, color, speed, type, model_id, created_at) values ('Ford', 'Red', 186, 'light', 115, '2018-08-16');
insert into cars (name, color, speed, type, model_id, created_at) values ('Lexus', 'Turquoise', 271, 'heavy', 38, '2017-07-04');
insert into cars (name, color, speed, type, model_id, created_at) values ('Dodge', 'Indigo', 314, 'heavy', 34, '2016-12-11');
insert into cars (name, color, speed, type, model_id, created_at) values ('Pontiac', 'Turquoise', 320, 'heavy', 44, '2011-07-08');
insert into cars (name, color, speed, type, model_id, created_at) values ('Eagle', 'Teal', 223, 'light', 94, '2021-07-12');
insert into cars (name, color, speed, type, model_id, created_at) values ('GMC', 'Red', 324, 'light', 139, '2014-06-16');
insert into cars (name, color, speed, type, model_id, created_at) values ('Nissan', 'Violet', 379, 'light', 37, '2016-01-13');
insert into cars (name, color, speed, type, model_id, created_at) values ('Jeep', 'Puce', 285, 'heavy', 136, '2019-04-05');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mercedes-Benz', 'Purple', 202, 'light', 12, '2017-12-01');
insert into cars (name, color, speed, type, model_id, created_at) values ('Chrysler', 'Turquoise', 166, 'light', 37, '2020-12-17');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mitsubishi', 'Maroon', 218, 'heavy', 66, '2012-02-16');
insert into cars (name, color, speed, type, model_id, created_at) values ('Jaguar', 'Green', 407, 'light', 90, '2023-01-08');
insert into cars (name, color, speed, type, model_id, created_at) values ('Pontiac', 'Yellow', 389, 'heavy', 109, '2022-06-10');
insert into cars (name, color, speed, type, model_id, created_at) values ('Ford', 'Indigo', 336, 'light', 139, '2011-04-02');
insert into cars (name, color, speed, type, model_id, created_at) values ('Lincoln', 'Violet', 289, 'heavy', 125, '2017-08-01');
insert into cars (name, color, speed, type, model_id, created_at) values ('Infiniti', 'Orange', 359, 'heavy', 2, '2016-10-19');
insert into cars (name, color, speed, type, model_id, created_at) values ('Daewoo', 'Crimson', 197, 'heavy', 28, '2020-01-16');
insert into cars (name, color, speed, type, model_id, created_at) values ('Lincoln', 'Violet', 224, 'heavy', 75, '2020-03-02');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mazda', 'Purple', 337, 'heavy', 9, '2023-05-27');
insert into cars (name, color, speed, type, model_id, created_at) values ('Pontiac', 'Puce', 309, 'light', 32, '2022-05-07');
insert into cars (name, color, speed, type, model_id, created_at) values ('Acura', 'Teal', 397, 'light', 21, '2018-08-26');
insert into cars (name, color, speed, type, model_id, created_at) values ('Ford', 'Violet', 383, 'heavy', 129, '2013-04-25');
insert into cars (name, color, speed, type, model_id, created_at) values ('Cadillac', 'Maroon', 168, 'heavy', 144, '2016-09-30');
insert into cars (name, color, speed, type, model_id, created_at) values ('Volvo', 'Blue', 268, 'heavy', 143, '2011-02-01');
insert into cars (name, color, speed, type, model_id, created_at) values ('Audi', 'Aquamarine', 185, 'heavy', 132, '2014-08-23');
insert into cars (name, color, speed, type, model_id, created_at) values ('Kia', 'Maroon', 233, 'light', 31, '2013-05-15');
insert into cars (name, color, speed, type, model_id, created_at) values ('Saturn', 'Indigo', 390, 'light', 1, '2013-03-13');
insert into cars (name, color, speed, type, model_id, created_at) values ('BMW', 'Crimson', 248, 'light', 8, '2017-08-19');
insert into cars (name, color, speed, type, model_id, created_at) values ('BMW', 'Goldenrod', 181, 'light', 137, '2010-05-08');
insert into cars (name, color, speed, type, model_id, created_at) values ('Ford', 'Maroon', 179, 'light', 51, '2016-01-15');
insert into cars (name, color, speed, type, model_id, created_at) values ('Kia', 'Goldenrod', 280, 'light', 7, '2014-11-07');
insert into cars (name, color, speed, type, model_id, created_at) values ('Pontiac', 'Red', 251, 'heavy', 18, '2021-02-04');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mazda', 'Green', 384, 'light', 53, '2020-07-03');
insert into cars (name, color, speed, type, model_id, created_at) values ('Volkswagen', 'Green', 395, 'heavy', 55, '2015-08-22');
insert into cars (name, color, speed, type, model_id, created_at) values ('Saab', 'Fuscia', 162, 'heavy', 120, '2014-08-19');
insert into cars (name, color, speed, type, model_id, created_at) values ('Cadillac', 'Blue', 350, 'heavy', 30, '2012-10-19');
insert into cars (name, color, speed, type, model_id, created_at) values ('GMC', 'Crimson', 249, 'light', 56, '2019-04-17');
insert into cars (name, color, speed, type, model_id, created_at) values ('Ford', 'Puce', 242, 'light', 65, '2015-04-07');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mazda', 'Fuscia', 185, 'heavy', 70, '2021-02-20');
insert into cars (name, color, speed, type, model_id, created_at) values ('Volkswagen', 'Purple', 216, 'light', 12, '2011-09-21');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mitsubishi', 'Yellow', 299, 'light', 160, '2010-09-06');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mazda', 'Teal', 263, 'heavy', 6, '2019-07-07');
insert into cars (name, color, speed, type, model_id, created_at) values ('Chevrolet', 'Fuscia', 260, 'heavy', 112, '2013-10-23');
insert into cars (name, color, speed, type, model_id, created_at) values ('Lamborghini', 'Puce', 320, 'light', 133, '2011-04-07');
insert into cars (name, color, speed, type, model_id, created_at) values ('Volvo', 'Indigo', 383, 'heavy', 46, '2020-06-27');
insert into cars (name, color, speed, type, model_id, created_at) values ('Chevrolet', 'Goldenrod', 142, 'heavy', 66, '2019-07-15');
insert into cars (name, color, speed, type, model_id, created_at) values ('Pontiac', 'Red', 309, 'heavy', 140, '2018-09-23');
insert into cars (name, color, speed, type, model_id, created_at) values ('MINI', 'Teal', 295, 'heavy', 32, '2014-04-15');
insert into cars (name, color, speed, type, model_id, created_at) values ('Ford', 'Pink', 155, 'heavy', 61, '2022-01-28');
insert into cars (name, color, speed, type, model_id, created_at) values ('Audi', 'Khaki', 180, 'light', 85, '2018-11-25');
insert into cars (name, color, speed, type, model_id, created_at) values ('Nissan', 'Aquamarine', 409, 'heavy', 12, '2020-05-08');
insert into cars (name, color, speed, type, model_id, created_at) values ('Chevrolet', 'Purple', 347, 'heavy', 118, '2013-11-03');
insert into cars (name, color, speed, type, model_id, created_at) values ('Kia', 'Maroon', 267, 'light', 135, '2022-05-03');
insert into cars (name, color, speed, type, model_id, created_at) values ('Infiniti', 'Fuscia', 393, 'heavy', 9, '2016-08-08');
insert into cars (name, color, speed, type, model_id, created_at) values ('Dodge', 'Indigo', 226, 'light', 136, '2013-10-21');
insert into cars (name, color, speed, type, model_id, created_at) values ('Hyundai', 'Purple', 209, 'heavy', 135, '2018-05-30');
insert into cars (name, color, speed, type, model_id, created_at) values ('Chevrolet', 'Crimson', 188, 'light', 42, '2019-09-27');
insert into cars (name, color, speed, type, model_id, created_at) values ('Jeep', 'Pink', 149, 'heavy', 48, '2013-07-07');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mitsubishi', 'Green', 336, 'heavy', 13, '2014-06-22');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mercedes-Benz', 'Blue', 339, 'light', 154, '2023-04-18');
insert into cars (name, color, speed, type, model_id, created_at) values ('Chevrolet', 'Purple', 373, 'heavy', 89, '2020-04-09');
insert into cars (name, color, speed, type, model_id, created_at) values ('Acura', 'Green', 397, 'heavy', 97, '2018-06-22');
insert into cars (name, color, speed, type, model_id, created_at) values ('Toyota', 'Green', 246, 'heavy', 122, '2023-06-09');
insert into cars (name, color, speed, type, model_id, created_at) values ('Chevrolet', 'Maroon', 169, 'light', 6, '2021-04-18');
insert into cars (name, color, speed, type, model_id, created_at) values ('Chevrolet', 'Aquamarine', 348, 'heavy', 19, '2011-06-25');
insert into cars (name, color, speed, type, model_id, created_at) values ('Volkswagen', 'Green', 146, 'light', 55, '2011-07-05');
insert into cars (name, color, speed, type, model_id, created_at) values ('Audi', 'Teal', 207, 'heavy', 154, '2020-02-02');
insert into cars (name, color, speed, type, model_id, created_at) values ('Nissan', 'Mauv', 182, 'light', 139, '2020-02-19');
insert into cars (name, color, speed, type, model_id, created_at) values ('Jeep', 'Orange', 167, 'heavy', 5, '2019-02-18');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mercury', 'Khaki', 292, 'light', 23, '2012-01-18');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mitsubishi', 'Teal', 319, 'light', 131, '2010-11-27');
insert into cars (name, color, speed, type, model_id, created_at) values ('Chevrolet', 'Teal', 263, 'light', 1, '2020-04-28');
insert into cars (name, color, speed, type, model_id, created_at) values ('Ford', 'Maroon', 368, 'light', 83, '2018-01-11');
insert into cars (name, color, speed, type, model_id, created_at) values ('Nissan', 'Turquoise', 239, 'light', 74, '2018-11-16');
insert into cars (name, color, speed, type, model_id, created_at) values ('Lexus', 'Fuscia', 371, 'light', 84, '2023-06-11');
insert into cars (name, color, speed, type, model_id, created_at) values ('Isuzu', 'Yellow', 201, 'light', 49, '2018-07-21');
insert into cars (name, color, speed, type, model_id, created_at) values ('Saab', 'Goldenrod', 196, 'heavy', 43, '2018-07-18');
insert into cars (name, color, speed, type, model_id, created_at) values ('Toyota', 'Orange', 350, 'heavy', 120, '2017-11-26');
insert into cars (name, color, speed, type, model_id, created_at) values ('Ford', 'Yellow', 325, 'heavy', 28, '2014-05-02');
insert into cars (name, color, speed, type, model_id, created_at) values ('Toyota', 'Purple', 262, 'light', 7, '2021-03-11');
insert into cars (name, color, speed, type, model_id, created_at) values ('Volkswagen', 'Teal', 176, 'heavy', 55, '2012-07-27');
insert into cars (name, color, speed, type, model_id, created_at) values ('Toyota', 'Orange', 178, 'light', 22, '2021-03-19');
insert into cars (name, color, speed, type, model_id, created_at) values ('Audi', 'Violet', 300, 'light', 148, '2021-06-22');
insert into cars (name, color, speed, type, model_id, created_at) values ('GMC', 'Crimson', 165, 'heavy', 150, '2016-07-22');
insert into cars (name, color, speed, type, model_id, created_at) values ('Ford', 'Crimson', 297, 'light', 59, '2016-08-16');
insert into cars (name, color, speed, type, model_id, created_at) values ('Hyundai', 'Fuscia', 321, 'heavy', 47, '2018-07-14');
insert into cars (name, color, speed, type, model_id, created_at) values ('Dodge', 'Mauv', 374, 'heavy', 21, '2016-01-19');
insert into cars (name, color, speed, type, model_id, created_at) values ('Porsche', 'Pink', 392, 'heavy', 54, '2012-03-30');
insert into cars (name, color, speed, type, model_id, created_at) values ('Cadillac', 'Turquoise', 368, 'light', 60, '2023-11-30');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mercury', 'Khaki', 390, 'heavy', 147, '2019-01-28');
insert into cars (name, color, speed, type, model_id, created_at) values ('Buick', 'Turquoise', 141, 'light', 35, '2021-03-06');
insert into cars (name, color, speed, type, model_id, created_at) values ('Pontiac', 'Pink', 295, 'heavy', 132, '2019-12-27');
insert into cars (name, color, speed, type, model_id, created_at) values ('Land Rover', 'Yellow', 162, 'light', 103, '2023-12-31');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mitsubishi', 'Green', 148, 'light', 13, '2021-10-23');
insert into cars (name, color, speed, type, model_id, created_at) values ('Suzuki', 'Teal', 257, 'light', 159, '2015-03-04');
insert into cars (name, color, speed, type, model_id, created_at) values ('Chrysler', 'Yellow', 401, 'light', 56, '2021-11-16');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mercedes-Benz', 'Orange', 357, 'light', 124, '2019-02-20');
insert into cars (name, color, speed, type, model_id, created_at) values ('Pontiac', 'Green', 174, 'heavy', 102, '2021-07-23');
insert into cars (name, color, speed, type, model_id, created_at) values ('Cadillac', 'Yellow', 143, 'heavy', 105, '2017-06-20');
insert into cars (name, color, speed, type, model_id, created_at) values ('Saab', 'Fuscia', 189, 'heavy', 109, '2021-03-09');
insert into cars (name, color, speed, type, model_id, created_at) values ('BMW', 'Violet', 265, 'light', 25, '2014-08-21');
insert into cars (name, color, speed, type, model_id, created_at) values ('Toyota', 'Fuscia', 348, 'heavy', 57, '2020-12-04');
insert into cars (name, color, speed, type, model_id, created_at) values ('Kia', 'Maroon', 275, 'heavy', 21, '2021-04-29');
insert into cars (name, color, speed, type, model_id, created_at) values ('Ford', 'Red', 379, 'heavy', 164, '2014-08-30');
insert into cars (name, color, speed, type, model_id, created_at) values ('Maserati', 'Goldenrod', 391, 'light', 112, '2015-09-08');
insert into cars (name, color, speed, type, model_id, created_at) values ('Ford', 'Maroon', 258, 'heavy', 91, '2018-03-14');
insert into cars (name, color, speed, type, model_id, created_at) values ('Hyundai', 'Mauv', 355, 'heavy', 140, '2016-10-12');
insert into cars (name, color, speed, type, model_id, created_at) values ('Geo', 'Maroon', 277, 'heavy', 119, '2011-07-27');
insert into cars (name, color, speed, type, model_id, created_at) values ('Chevrolet', 'Turquoise', 142, 'light', 120, '2011-12-08');
insert into cars (name, color, speed, type, model_id, created_at) values ('Ford', 'Aquamarine', 149, 'light', 14, '2012-01-11');
insert into cars (name, color, speed, type, model_id, created_at) values ('Dodge', 'Blue', 329, 'light', 132, '2010-10-02');
insert into cars (name, color, speed, type, model_id, created_at) values ('Pontiac', 'Orange', 387, 'light', 12, '2012-09-18');
insert into cars (name, color, speed, type, model_id, created_at) values ('Ford', 'Red', 263, 'light', 94, '2020-12-28');
insert into cars (name, color, speed, type, model_id, created_at) values ('Porsche', 'Blue', 299, 'light', 113, '2014-04-24');
insert into cars (name, color, speed, type, model_id, created_at) values ('GMC', 'Indigo', 368, 'light', 124, '2018-07-11');
insert into cars (name, color, speed, type, model_id, created_at) values ('Hyundai', 'Aquamarine', 220, 'heavy', 145, '2015-10-08');
insert into cars (name, color, speed, type, model_id, created_at) values ('Audi', 'Violet', 398, 'light', 124, '2018-11-26');
insert into cars (name, color, speed, type, model_id, created_at) values ('Volvo', 'Khaki', 292, 'heavy', 38, '2013-07-08');
insert into cars (name, color, speed, type, model_id, created_at) values ('Chevrolet', 'Orange', 148, 'light', 105, '2014-05-01');
insert into cars (name, color, speed, type, model_id, created_at) values ('Porsche', 'Red', 309, 'light', 41, '2021-08-03');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mazda', 'Khaki', 314, 'light', 61, '2015-07-24');
insert into cars (name, color, speed, type, model_id, created_at) values ('Mercury', 'Turquoise', 361, 'light', 61, '2024-01-20');
